Vehicle_ID,Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,Health_Score,KM_Range_Before_Defect
V00248,SUV,9,76040,107,2021,46,18.9,11.59,33,79,Good,High,9,No,50,"25,001–50,000"
V00249,Sedan,7,33444,100,2110,50,15.4,11.18,44,72,Moderate,Low,7,No,100,"80,001+"
V00250,Sedan,9,105624,96,1833,22,12.0,11.66,35,60,Worn,High,5,Yes,60,"50,001–80,000"
V00251,Hatchback,6,145743,99,2178,49,16.0,11.17,38,79,Critical,Low,5,No,80,"80,001+"
V00252,Hatchback,9,38101,85,2550,50,8.3,11.07,30,64,Critical,Medium,10,Yes,70,"50,001–80,000"
V00253,Hatchback,6,86145,91,1834,34,15.2,11.96,45,30,Worn,Medium,4,Yes,100,"80,001+"
V00254,Sedan,9,117308,104,2809,25,14.0,12.7,35,74,Worn,Medium,8,Yes,60,"50,001–80,000"
V00255,Truck,13,134742,106,1600,22,6.2,11.15,38,46,Good,High,4,No,30,"10,001–25,000"
V00256,Sedan,2,153992,99,1790,39,18.6,12.73,36,73,Worn,Low,6,No,100,"80,001+"
V00257,Sedan,3,155163,97,2391,40,14.5,12.3,42,61,Moderate,Medium,3,Yes,100,"80,001+"
V00258,SUV,9,44459,98,2958,40,17.0,11.49,32,74,Good,High,4,No,80,"80,001+"
V00259,Hatchback,15,16013,100,2506,41,9.1,11.3,34,52,Good,Medium,10,No,80,"80,001+"
V00260,SUV,10,86049,106,2503,34,5.4,12.59,40,59,Good,High,7,Yes,60,"50,001–80,000"
V00261,Sedan,1,143145,88,1526,31,19.4,11.4,39,75,Critical,High,1,Yes,60,"50,001–80,000"
V00262,Truck,9,155038,100,1939,23,7.1,11.27,40,74,Critical,Medium,9,Yes,50,"25,001–50,000"
V00263,SUV,3,169231,85,2887,40,11.9,12.94,43,41,Worn,Low,9,Yes,90,"80,001+"
V00264,Sedan,13,32596,99,2038,37,16.3,11.18,36,91,Moderate,Low,8,Yes,90,"80,001+"
V00265,Sedan,11,150540,94,2666,37,11.8,12.37,31,37,Good,Medium,8,Yes,90,"80,001+"
V00266,Truck,1,116512,100,2159,30,9.3,11.31,43,104,Good,Low,3,No,100,"80,001+"
V00267,Sedan,7,84805,88,1835,45,13.8,11.51,31,96,Worn,Low,11,Yes,90,"80,001+"
V00268,SUV,12,184708,88,2933,34,7.7,12.09,32,43,Critical,Medium,11,Yes,60,"50,001–80,000"
V00269,Hatchback,2,106308,92,2129,34,9.6,11.51,43,63,Moderate,Medium,12,Yes,90,"80,001+"
V00270,Sedan,2,31772,110,2177,29,18.5,12.72,44,61,Worn,Medium,9,No,50,"25,001–50,000"
V00271,Hatchback,2,194260,99,2234,40,17.6,12.29,30,55,Worn,Low,3,Yes,100,"80,001+"
V00272,Sedan,9,42532,102,1851,42,11.6,12.56,37,52,Good,High,6,No,60,"50,001–80,000"
V00273,Hatchback,15,153933,103,1925,42,15.0,11.99,42,65,Moderate,Low,9,No,60,"50,001–80,000"
V00274,Truck,15,107338,104,2069,22,19.9,12.53,39,69,Moderate,Medium,2,Yes,50,"25,001–50,000"
V00275,Sedan,12,140827,88,2079,23,10.4,11.35,39,53,Good,Medium,7,No,70,"50,001–80,000"
V00276,Hatchback,15,105382,102,2387,37,5.6,12.07,33,110,Critical,High,2,Yes,30,"10,001–25,000"
V00277,SUV,5,87329,102,2536,32,6.4,11.56,37,34,Good,Low,3,No,80,"80,001+"
V00278,Sedan,8,106720,93,2256,50,13.9,11.85,30,86,Good,High,9,Yes,70,"50,001–80,000"
V00279,Truck,15,150457,105,2255,43,9.9,11.71,31,58,Good,Medium,11,Yes,60,"50,001–80,000"
V00280,Sedan,7,129832,89,2899,48,9.5,11.78,34,64,Worn,Medium,6,Yes,100,"80,001+"
V00281,SUV,11,42977,87,1694,28,9.2,11.24,39,74,Good,High,5,Yes,50,"25,001–50,000"
V00282,Hatchback,6,40551,105,1762,29,10.0,12.39,44,55,Moderate,Medium,10,Yes,50,"25,001–50,000"
V00283,Hatchback,7,96772,92,2481,21,8.3,12.74,38,65,Good,Medium,10,No,70,"50,001–80,000"
V00284,Hatchback,15,163748,92,2338,40,10.6,12.97,35,47,Moderate,Low,1,No,90,"80,001+"
V00285,Hatchback,12,169356,90,2429,21,11.5,12.04,35,31,Critical,Medium,2,No,50,"25,001–50,000"
V00286,SUV,9,59115,88,1819,41,13.6,12.86,40,68,Moderate,Medium,9,No,90,"80,001+"
V00287,Sedan,4,119657,96,2112,21,17.9,12.37,39,33,Critical,High,9,No,30,"10,001–25,000"
V00288,Sedan,2,142006,95,2990,24,19.5,11.71,39,38,Good,Medium,12,Yes,70,"50,001–80,000"
V00289,SUV,7,9498,88,1786,49,7.1,12.28,34,43,Worn,High,7,No,80,"80,001+"
V00290,Hatchback,4,73709,102,2418,26,6.7,11.96,34,58,Critical,Low,12,No,30,"10,001–25,000"
V00291,Sedan,15,103590,86,1972,23,8.9,12.6,39,71,Good,Medium,3,No,70,"50,001–80,000"
V00292,Truck,5,28103,85,2016,33,7.6,11.5,43,107,Moderate,Low,3,No,100,"80,001+"
V00293,Hatchback,5,6866,110,1680,28,5.0,11.03,44,75,Critical,High,7,No,20,"10,001–25,000"
V00294,Sedan,10,13072,85,2406,33,6.6,12.03,41,70,Moderate,Low,11,Yes,90,"80,001+"
V00295,Sedan,12,71318,93,1735,36,18.8,12.55,35,107,Critical,Low,1,No,70,"50,001–80,000"
V00296,Truck,15,42776,89,1585,46,14.1,12.02,37,73,Worn,Medium,5,Yes,90,"80,001+"
V00297,Hatchback,11,100013,94,2167,44,13.9,11.43,37,56,Worn,High,11,Yes,60,"50,001–80,000"
V00298,Hatchback,5,66994,109,1663,42,5.3,12.03,39,89,Critical,High,8,No,40,"25,001–50,000"
V00299,Truck,3,99479,105,1793,29,11.9,11.76,41,88,Critical,Medium,5,No,40,"25,001–50,000"
V00300,SUV,10,41954,85,1690,37,11.9,11.8,31,41,Critical,Low,11,No,70,"50,001–80,000"
V00301,Hatchback,4,71421,99,2353,44,17.6,12.69,31,64,Good,Medium,9,No,90,"80,001+"
V00302,Sedan,15,120607,106,2140,50,16.4,11.65,31,64,Moderate,High,12,No,40,"25,001–50,000"
V00303,Hatchback,13,102894,105,2537,20,10.7,11.3,32,31,Moderate,Low,6,Yes,50,"25,001–50,000"
V00304,Sedan,1,192830,88,1578,25,16.9,11.09,38,31,Worn,Medium,10,No,70,"50,001–80,000"
V00305,Sedan,10,36288,89,2226,45,6.6,11.11,45,41,Good,Medium,1,No,100,"80,001+"
V00306,Hatchback,6,175864,102,2687,49,17.7,11.02,32,47,Worn,Low,3,No,80,"80,001+"
V00307,SUV,3,173577,99,1930,47,7.3,12.46,43,104,Moderate,High,10,No,70,"50,001–80,000"
V00308,Hatchback,5,8839,90,2711,25,19.6,11.77,36,61,Worn,Medium,4,Yes,80,"80,001+"
V00309,SUV,14,194639,91,1799,38,19.6,12.81,37,101,Worn,Medium,10,Yes,80,"80,001+"
V00310,SUV,10,67401,93,2153,23,17.0,12.96,44,45,Moderate,Low,1,Yes,80,"80,001+"
V00311,Truck,5,5158,99,2169,44,15.8,11.79,45,87,Critical,Low,4,Yes,80,"80,001+"
V00312,SUV,1,139237,107,1945,50,15.6,11.32,33,80,Moderate,Medium,6,No,80,"80,001+"
V00313,Hatchback,13,176435,106,2582,38,12.0,12.02,45,83,Good,Low,7,No,70,"50,001–80,000"
V00314,Truck,1,28487,91,2355,26,15.6,11.96,34,55,Worn,High,6,Yes,60,"50,001–80,000"
V00315,Sedan,6,46109,95,2035,36,9.5,11.35,34,88,Worn,Low,4,No,100,"80,001+"
V00316,Sedan,5,123985,90,2683,46,16.8,12.34,34,59,Good,High,4,No,80,"80,001+"
V00317,Hatchback,13,184766,97,1849,37,16.0,11.32,45,65,Critical,Low,2,Yes,70,"50,001–80,000"
V00318,Hatchback,2,6363,86,2005,26,17.8,11.16,45,30,Moderate,Medium,9,No,70,"50,001–80,000"
V00319,Hatchback,4,32930,89,2457,49,5.3,11.04,40,97,Critical,Medium,3,No,80,"80,001+"
V00320,Sedan,5,29462,98,2986,37,16.7,12.19,30,30,Good,High,12,Yes,70,"50,001–80,000"
V00321,Truck,15,151360,94,1916,23,15.5,12.09,43,43,Worn,Medium,7,Yes,70,"50,001–80,000"
V00322,Sedan,14,167875,96,1778,43,5.5,11.53,38,109,Critical,Medium,7,No,70,"50,001–80,000"
V00323,Sedan,11,95636,100,2954,22,13.0,12.0,39,59,Critical,Medium,3,No,50,"25,001–50,000"
V00324,Hatchback,13,162745,85,1739,34,19.5,11.67,41,62,Critical,High,3,Yes,50,"25,001–50,000"
V00325,Hatchback,7,77622,93,2032,35,14.4,11.05,35,108,Moderate,Low,7,Yes,100,"80,001+"
V00326,Hatchback,8,6374,96,2637,32,9.5,12.47,42,100,Worn,High,3,Yes,80,"80,001+"
V00327,SUV,15,127059,95,2758,34,15.5,11.97,35,51,Moderate,High,8,Yes,70,"50,001–80,000"
V00328,Hatchback,2,13012,92,2037,40,8.1,12.68,38,94,Moderate,Low,3,No,100,"80,001+"
V00329,Sedan,4,95890,86,2651,43,11.3,12.66,44,48,Worn,Medium,10,No,90,"80,001+"
V00330,SUV,2,156706,102,2989,24,7.3,11.53,35,73,Critical,Medium,4,No,40,"25,001–50,000"
V00331,SUV,5,172669,88,2416,28,10.7,11.99,44,83,Good,Medium,1,No,80,"80,001+"
V00332,Truck,6,73551,98,1892,22,11.6,12.47,45,52,Worn,Low,2,No,80,"80,001+"
V00333,Truck,11,163493,99,2540,22,17.8,11.4,30,90,Good,Low,5,No,70,"50,001–80,000"
V00334,Hatchback,2,94764,101,1830,26,16.7,12.65,39,54,Worn,Medium,4,Yes,60,"50,001–80,000"
V00335,SUV,9,50525,93,2735,47,14.7,12.32,35,70,Critical,Medium,1,Yes,80,"80,001+"
V00336,SUV,13,164406,94,2271,42,7.8,11.4,44,78,Moderate,High,1,Yes,70,"50,001–80,000"
V00337,Hatchback,14,52967,107,1626,30,8.4,11.51,33,92,Worn,Low,6,No,70,"50,001–80,000"
V00338,Sedan,15,154382,86,2460,42,17.5,12.07,30,58,Good,Low,12,No,80,"80,001+"
V00339,SUV,11,37088,89,2199,34,5.2,11.39,36,80,Critical,Medium,12,No,60,"50,001–80,000"
V00340,Hatchback,8,190372,93,2697,36,12.2,11.72,30,86,Moderate,Low,12,No,90,"80,001+"
V00341,Truck,4,64078,96,1969,20,13.4,11.41,30,96,Moderate,Low,8,No,80,"80,001+"
V00342,Hatchback,3,51161,86,1665,33,11.3,11.68,36,106,Moderate,Low,9,No,90,"80,001+"
V00343,Sedan,1,190529,92,2835,46,7.4,12.72,32,87,Worn,Medium,5,No,100,"80,001+"
V00344,Sedan,4,36889,89,2773,28,8.4,12.36,40,85,Moderate,Low,5,No,80,"80,001+"
V00345,Sedan,12,107339,92,1855,31,5.4,11.97,45,75,Worn,Low,8,Yes,90,"80,001+"
V00346,Sedan,6,26269,107,1689,43,18.6,12.0,43,83,Good,High,4,Yes,60,"50,001–80,000"
V00347,SUV,10,47611,101,2860,49,14.3,12.0,42,48,Worn,High,10,Yes,50,"25,001–50,000"
V00348,Hatchback,4,96199,98,1782,47,16.9,12.57,45,97,Moderate,Medium,11,Yes,90,"80,001+"
V00349,Sedan,12,185590,103,2612,33,12.5,11.2,35,97,Good,Low,1,No,70,"50,001–80,000"
V00350,Sedan,12,26234,104,1525,22,9.7,11.08,31,30,Critical,High,5,Yes,10,"0–10,000"
V00351,Truck,12,156506,107,2165,25,16.1,11.83,41,75,Critical,High,4,No,10,"0–10,000"
V00352,Truck,9,64509,102,2520,27,19.5,11.03,34,110,Moderate,High,7,No,40,"25,001–50,000"
V00353,Sedan,1,161274,101,2203,33,12.1,11.07,31,70,Moderate,High,10,Yes,50,"25,001–50,000"
V00354,Sedan,5,62004,87,2296,49,10.8,11.31,45,87,Moderate,Low,4,Yes,100,"80,001+"
V00355,Truck,13,131266,103,2419,40,16.4,11.32,30,55,Good,Low,8,Yes,70,"50,001–80,000"
V00356,SUV,5,138818,86,2000,30,13.1,12.46,37,77,Moderate,Medium,4,Yes,100,"80,001+"
V00357,Sedan,10,54695,85,2299,46,13.7,11.5,31,42,Worn,Medium,1,Yes,100,"80,001+"
V00358,Sedan,7,27092,108,2873,30,17.7,12.09,30,87,Good,Low,3,Yes,80,"80,001+"
V00359,Truck,5,137093,110,1541,22,8.4,12.27,37,65,Good,Low,1,Yes,60,"50,001–80,000"
V00360,Hatchback,11,110746,85,2794,31,18.1,11.54,31,93,Good,High,11,No,60,"50,001–80,000"
V00361,Sedan,14,7617,107,2816,23,8.6,11.8,41,40,Critical,Medium,10,No,20,"10,001–25,000"
V00362,Sedan,15,196399,95,1750,23,18.3,11.74,33,52,Moderate,Low,10,No,60,"50,001–80,000"
V00363,Truck,11,136365,87,2413,42,16.1,12.62,35,35,Critical,Medium,5,Yes,70,"50,001–80,000"
V00364,Hatchback,13,185214,93,2686,44,13.5,12.68,35,44,Worn,Low,7,No,90,"80,001+"
V00365,Sedan,2,167507,87,2848,40,18.0,11.25,45,41,Critical,Low,9,No,70,"50,001–80,000"
V00366,SUV,15,31337,87,2787,38,17.6,12.66,38,105,Critical,Medium,9,No,60,"50,001–80,000"
V00367,SUV,1,27501,91,2950,33,16.0,12.67,31,55,Worn,High,2,No,80,"80,001+"
V00368,Sedan,11,97316,110,2549,48,12.6,12.28,44,32,Critical,Low,9,Yes,40,"25,001–50,000"
V00369,Sedan,7,181421,105,1702,45,17.9,11.75,40,105,Good,High,5,No,60,"50,001–80,000"
V00370,Truck,15,15642,86,2417,34,15.9,11.37,45,45,Worn,Low,9,No,80,"80,001+"
V00371,Truck,14,111174,91,1582,20,16.5,11.49,45,75,Good,High,6,No,50,"25,001–50,000"
V00372,SUV,5,86980,103,2810,48,5.1,12.66,32,40,Worn,Low,1,No,80,"80,001+"
V00373,Hatchback,6,154706,109,2221,29,11.0,11.8,41,83,Good,Low,4,Yes,60,"50,001–80,000"
V00374,Hatchback,9,196397,109,2023,32,18.8,12.64,45,81,Worn,Medium,12,Yes,70,"50,001–80,000"
V00375,Sedan,2,151179,104,1829,21,14.6,11.69,38,48,Moderate,High,3,No,40,"25,001–50,000"
V00376,Truck,12,147486,89,2289,42,11.5,12.3,31,38,Moderate,High,4,Yes,70,"50,001–80,000"
V00377,SUV,4,138626,105,1572,44,7.3,11.65,43,108,Good,Low,5,No,80,"80,001+"
V00378,SUV,7,111194,86,2542,22,15.5,11.43,36,50,Moderate,Medium,11,No,70,"50,001–80,000"
V00379,Sedan,11,116659,101,1655,20,11.8,12.85,32,49,Moderate,Low,6,No,50,"25,001–50,000"
V00380,Truck,6,99262,107,2626,44,11.4,11.61,44,104,Moderate,High,3,Yes,60,"50,001–80,000"
V00381,SUV,15,48762,103,2368,30,6.7,11.0,45,99,Moderate,High,7,Yes,50,"25,001–50,000"
V00382,Hatchback,11,143714,95,2170,43,9.2,12.54,41,65,Worn,High,11,Yes,60,"50,001–80,000"
V00383,Hatchback,9,141870,102,2765,47,12.8,12.53,45,78,Worn,High,4,No,60,"50,001–80,000"
V00384,Truck,1,194526,86,2641,21,10.1,11.42,39,49,Good,Medium,9,No,70,"50,001–80,000"
V00385,Truck,7,151546,97,1657,28,17.3,12.24,36,87,Good,Low,12,No,70,"50,001–80,000"
V00386,SUV,12,111167,108,2965,22,17.1,11.25,35,53,Critical,Low,11,Yes,20,"10,001–25,000"
V00387,Sedan,1,176331,106,2412,48,18.9,11.82,43,49,Critical,Low,10,No,50,"25,001–50,000"
V00388,Hatchback,3,14391,90,2718,48,8.3,11.51,30,97,Worn,Low,2,Yes,100,"80,001+"
V00389,Truck,4,147148,105,1930,44,14.7,12.34,42,67,Good,Low,12,Yes,70,"50,001–80,000"
V00390,SUV,9,35612,104,2495,31,9.9,11.96,39,83,Moderate,Medium,6,No,80,"80,001+"
V00391,Sedan,1,193842,90,1981,39,6.3,11.44,33,54,Critical,High,2,Yes,60,"50,001–80,000"
V00392,Hatchback,1,27511,101,2376,30,6.0,12.84,32,37,Moderate,High,9,Yes,50,"25,001–50,000"
V00393,Truck,6,95787,95,1943,42,11.4,12.0,31,68,Worn,High,7,Yes,80,"80,001+"
V00394,Hatchback,13,159396,103,2484,50,14.2,12.92,45,32,Worn,High,5,No,50,"25,001–50,000"
V00395,Hatchback,5,155695,93,1626,43,9.8,11.41,31,36,Worn,High,11,No,70,"50,001–80,000"
V00396,Hatchback,2,181631,89,2217,45,10.1,11.37,43,89,Moderate,High,10,No,70,"50,001–80,000"
V00397,SUV,9,149250,91,2315,40,16.4,11.73,40,99,Worn,Low,8,No,100,"80,001+"
V00398,SUV,14,163845,107,2757,48,9.3,12.19,39,99,Critical,Low,7,Yes,50,"25,001–50,000"
V00399,Hatchback,13,102984,103,1783,46,17.9,12.8,36,67,Moderate,Medium,12,No,60,"50,001–80,000"
V00400,Sedan,8,77136,102,1628,48,20.0,11.83,43,90,Critical,High,2,Yes,40,"25,001–50,000"
V00401,Hatchback,8,55033,92,2987,36,19.8,11.02,37,86,Good,Low,3,No,100,"80,001+"
V00402,Sedan,15,63735,86,1998,31,17.8,12.48,40,108,Good,Medium,11,Yes,80,"80,001+"
V00403,SUV,6,185563,92,2739,22,16.7,11.36,41,35,Critical,Medium,11,Yes,50,"25,001–50,000"
V00404,Truck,15,158709,99,2602,24,12.1,12.45,36,96,Moderate,Medium,3,Yes,70,"50,001–80,000"
V00405,SUV,12,150372,106,2516,25,8.5,12.9,43,30,Good,High,10,Yes,20,"10,001–25,000"
V00406,SUV,10,165377,90,1645,39,8.5,12.16,34,104,Good,High,7,Yes,80,"80,001+"
V00407,Sedan,7,77367,91,2081,21,16.1,11.47,45,32,Good,Medium,2,No,80,"80,001+"
V00408,Hatchback,8,116230,96,2005,21,18.0,12.39,41,107,Worn,Medium,5,No,80,"80,001+"
V00409,Sedan,7,93637,109,2348,21,13.1,11.83,30,78,Worn,Medium,9,Yes,50,"25,001–50,000"
V00410,Sedan,6,87922,109,2213,39,6.0,11.63,36,70,Moderate,Low,2,Yes,80,"80,001+"
V00411,Hatchback,10,112684,102,1779,47,17.6,11.93,41,108,Worn,Low,11,No,70,"50,001–80,000"
V00412,SUV,5,31344,85,2354,49,9.6,11.78,35,31,Moderate,Medium,10,No,90,"80,001+"
V00413,Sedan,13,83390,107,2301,47,15.0,12.27,36,106,Critical,Medium,11,Yes,40,"25,001–50,000"
V00414,Hatchback,12,157688,106,2935,23,14.6,12.01,32,78,Moderate,High,1,Yes,30,"10,001–25,000"
V00415,Hatchback,8,177921,92,2351,26,10.8,11.12,38,96,Critical,Medium,12,Yes,50,"25,001–50,000"
V00416,Truck,15,176575,109,2449,25,5.7,12.64,31,36,Good,High,5,Yes,30,"10,001–25,000"
V00417,Hatchback,10,31285,107,2095,28,9.2,12.99,36,91,Moderate,Medium,3,Yes,60,"50,001–80,000"
V00418,Truck,8,12391,95,2452,42,13.3,12.02,37,84,Critical,Low,3,Yes,80,"80,001+"
V00419,SUV,7,88573,110,1640,45,17.5,12.53,41,110,Worn,High,8,No,60,"50,001–80,000"
V00420,SUV,8,125966,108,2847,37,6.5,11.6,45,100,Worn,Low,2,Yes,80,"80,001+"
V00421,Truck,1,126087,88,2151,49,7.6,11.83,37,87,Worn,High,6,No,80,"80,001+"
V00422,Truck,15,188826,107,2435,50,8.2,11.82,33,90,Moderate,High,5,Yes,50,"25,001–50,000"
V00423,SUV,13,52273,96,2995,21,19.4,12.05,36,60,Moderate,Medium,3,Yes,70,"50,001–80,000"
V00424,Sedan,9,168675,103,2989,50,10.5,11.43,35,33,Good,High,11,Yes,50,"25,001–50,000"
V00425,Truck,4,81103,89,1703,50,15.5,11.96,37,75,Moderate,Low,9,No,90,"80,001+"
V00426,Sedan,10,129821,108,2381,45,14.3,12.61,42,61,Worn,High,11,Yes,50,"25,001–50,000"
V00427,Hatchback,13,61060,94,1995,22,11.6,12.27,41,86,Moderate,Medium,6,No,70,"50,001–80,000"
V00428,Sedan,1,63165,91,1763,41,8.3,11.15,33,64,Critical,Medium,9,No,70,"50,001–80,000"
V00429,SUV,8,121514,93,1515,25,18.3,11.12,36,87,Moderate,Medium,1,No,80,"80,001+"
V00430,SUV,2,34188,91,2416,29,8.3,11.93,32,81,Worn,Low,7,Yes,80,"80,001+"
V00431,Truck,12,96093,88,2626,20,18.6,11.54,37,50,Good,High,5,No,50,"25,001–50,000"
V00432,Truck,15,131307,97,2858,38,9.8,11.04,42,92,Critical,Medium,11,No,60,"50,001–80,000"
V00433,Truck,4,130516,108,2678,25,13.8,12.44,39,39,Moderate,Medium,10,No,50,"25,001–50,000"
V00434,SUV,14,166937,86,2192,23,18.1,12.3,32,41,Good,Medium,10,No,60,"50,001–80,000"
V00435,Hatchback,9,71968,107,2018,38,10.3,11.46,42,64,Moderate,Low,2,Yes,80,"80,001+"
V00436,Sedan,9,21008,86,2337,50,16.4,11.33,41,68,Worn,High,4,Yes,80,"80,001+"
V00437,SUV,10,148839,104,2853,30,15.9,11.42,42,34,Critical,Medium,1,No,60,"50,001–80,000"
V00438,Truck,4,68688,101,2233,21,5.4,11.91,39,74,Good,High,9,Yes,30,"10,001–25,000"
V00439,Truck,11,65726,100,2787,35,16.3,11.17,43,78,Critical,Low,7,Yes,70,"50,001–80,000"
V00440,SUV,15,57950,88,2042,30,14.5,12.82,37,37,Good,Low,1,Yes,90,"80,001+"
V00441,Sedan,10,164376,85,2010,45,13.1,12.91,39,64,Good,Low,9,Yes,90,"80,001+"
V00442,SUV,10,79233,110,1838,46,5.1,11.42,45,98,Good,Low,12,No,70,"50,001–80,000"
V00443,Truck,9,5684,88,1780,40,11.6,12.06,41,55,Worn,High,4,No,80,"80,001+"
V00444,Hatchback,13,174852,108,2844,44,7.7,12.22,41,92,Worn,High,12,No,40,"25,001–50,000"
V00445,Sedan,8,6271,107,2069,40,13.5,11.35,40,72,Critical,High,2,No,40,"25,001–50,000"
V00446,Hatchback,8,126073,85,2218,47,14.5,12.05,44,44,Good,Low,3,No,100,"80,001+"
V00447,Sedan,6,37092,103,2637,22,13.0,12.77,37,35,Worn,High,2,No,40,"25,001–50,000"
V00448,Hatchback,6,109789,95,1884,37,11.0,11.44,30,83,Good,Medium,2,No,100,"80,001+"
V00449,SUV,4,124802,85,2034,47,17.2,11.46,31,58,Critical,Medium,10,No,70,"50,001–80,000"
V00450,Hatchback,4,25578,105,1704,28,8.8,11.59,34,44,Worn,High,9,Yes,30,"10,001–25,000"
V00451,SUV,2,137540,85,2202,24,9.1,11.98,35,37,Good,Low,11,No,70,"50,001–80,000"
V00452,Hatchback,11,38912,89,2812,49,9.4,12.97,33,101,Moderate,High,2,Yes,70,"50,001–80,000"
V00453,Truck,12,191603,91,1571,24,10.2,11.08,42,36,Good,Low,9,Yes,60,"50,001–80,000"
V00454,Truck,2,66561,86,2319,22,12.4,11.22,36,91,Moderate,Medium,2,No,80,"80,001+"
V00455,Sedan,10,176891,87,2267,24,9.8,12.37,39,36,Worn,High,7,Yes,60,"50,001–80,000"
V00456,Hatchback,14,141937,91,2877,40,11.7,11.49,42,45,Critical,Medium,1,No,70,"50,001–80,000"
V00457,SUV,15,111609,90,2186,25,15.6,11.53,37,42,Moderate,Low,6,Yes,70,"50,001–80,000"
V00458,Truck,3,165056,89,2554,23,18.7,12.66,31,32,Good,Medium,8,No,80,"80,001+"
V00459,Hatchback,8,108976,101,1582,44,8.5,11.35,36,105,Good,High,7,Yes,60,"50,001–80,000"
V00460,SUV,14,128375,106,1815,47,5.6,11.26,36,74,Good,High,2,No,50,"25,001–50,000"
V00461,SUV,14,119010,106,2888,49,9.6,11.5,45,36,Good,Medium,9,Yes,60,"50,001–80,000"
V00462,Truck,3,189789,106,1700,24,16.4,12.94,30,98,Critical,Medium,7,No,40,"25,001–50,000"
V00463,Hatchback,10,51600,86,1660,37,17.8,12.13,37,61,Good,Low,8,No,100,"80,001+"
V00464,Sedan,12,129365,102,2255,43,6.9,12.3,45,37,Moderate,High,9,No,40,"25,001–50,000"
V00465,Truck,3,57600,89,2119,22,6.7,12.27,33,100,Good,Medium,9,No,70,"50,001–80,000"
V00466,Truck,5,31687,92,2316,38,7.0,12.54,32,100,Worn,Medium,10,No,90,"80,001+"
V00467,SUV,4,45481,93,2994,41,18.1,12.39,32,76,Moderate,Low,1,Yes,100,"80,001+"
V00468,Truck,5,122283,88,1513,35,6.6,12.32,35,80,Critical,Low,12,Yes,70,"50,001–80,000"
V00469,Sedan,8,54880,107,1995,50,16.0,12.21,34,84,Worn,Medium,1,No,80,"80,001+"
V00470,Truck,15,85543,88,1859,26,10.9,11.96,42,55,Critical,Medium,12,No,40,"25,001–50,000"
V00471,Hatchback,1,93678,98,2531,33,16.3,12.65,41,95,Critical,High,9,No,50,"25,001–50,000"
V00472,Sedan,9,126063,102,2633,27,10.4,12.11,37,110,Worn,High,7,No,40,"25,001–50,000"
V00473,SUV,12,88925,89,2738,24,13.9,12.02,36,87,Moderate,Medium,4,Yes,70,"50,001–80,000"
V00474,SUV,6,149087,103,1811,20,11.0,11.71,34,97,Critical,High,8,Yes,20,"10,001–25,000"
V00475,Truck,2,7935,105,2728,27,16.0,12.22,32,97,Moderate,High,2,Yes,40,"25,001–50,000"
V00476,Hatchback,8,14066,88,2495,21,10.8,11.55,41,53,Critical,Medium,2,Yes,60,"50,001–80,000"
V00477,Truck,14,49784,96,2485,36,13.9,12.1,45,30,Good,Medium,5,No,90,"80,001+"
V00478,SUV,5,77196,93,2004,42,12.6,12.7,34,43,Good,Low,6,No,100,"80,001+"
V00479,Truck,13,118255,110,2386,29,15.3,12.58,37,82,Critical,Medium,9,Yes,20,"10,001–25,000"
V00480,Hatchback,4,101720,104,2070,50,14.8,12.28,39,49,Good,Medium,1,Yes,80,"80,001+"
V00481,Truck,11,56922,108,1931,24,9.6,12.64,33,58,Critical,High,2,No,10,"0–10,000"
V00482,Truck,7,18957,94,1574,47,15.1,11.79,40,65,Critical,Low,9,Yes,70,"50,001–80,000"
V00483,Hatchback,4,25984,100,2863,24,15.3,11.62,34,80,Good,Low,12,Yes,70,"50,001–80,000"
V00484,Hatchback,5,118965,92,1722,25,12.4,12.01,30,101,Moderate,Low,11,Yes,70,"50,001–80,000"
V00485,Truck,14,96952,105,2284,29,6.2,12.83,45,55,Moderate,High,12,Yes,20,"10,001–25,000"
V00486,SUV,10,187846,106,1915,20,14.3,12.19,37,89,Good,Medium,8,Yes,60,"50,001–80,000"
V00487,SUV,1,101237,86,2106,48,18.5,12.44,44,62,Good,Medium,4,No,100,"80,001+"
V00488,Truck,12,190577,94,2871,21,12.2,11.94,30,96,Critical,Medium,10,Yes,40,"25,001–50,000"
V00489,Hatchback,9,193523,102,2538,31,9.2,11.02,34,32,Worn,High,5,No,60,"50,001–80,000"
V00490,Hatchback,6,107216,89,1852,42,15.9,12.08,37,51,Worn,Low,10,Yes,90,"80,001+"
V00491,Sedan,9,47032,101,2542,33,13.6,12.64,38,78,Critical,High,10,No,30,"10,001–25,000"
V00492,Hatchback,10,124666,102,1532,32,13.7,11.85,37,100,Moderate,High,3,Yes,60,"50,001–80,000"
V00493,Truck,1,86833,109,2298,44,14.0,11.54,40,51,Good,Low,12,No,70,"50,001–80,000"
V00494,Sedan,15,61337,88,2821,34,19.7,11.06,44,71,Critical,Low,1,No,70,"50,001–80,000"
V00495,Hatchback,5,150620,104,1682,44,18.8,11.97,31,80,Good,Medium,1,No,80,"80,001+"
V00496,Hatchback,6,101351,85,2837,44,7.1,12.87,39,104,Good,Low,9,Yes,90,"80,001+"
