Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect,Remaining_KM
Sedan,10,117722,93,1954,37,17.6,12.3,26,32,Moderate,Low,10,No,80000+,96672.60002278179
Hatchback,11,121741,88,784,39,18.6,12.69,32,29,Worn,Medium,7,No,50000-80000,59253.93220322284
Hatchback,5,62650,95,2832,36,18.0,11.99,45,35,Good,Low,2,No,80000+,91241.57111570395
Hatchback,4,98968,90,1651,42,16.2,12.12,35,35,Good,Medium,9,No,80000+,86575.48859297569
Sedan,4,34963,84,2655,26,17.9,12.1,44,36,Moderate,Low,6,No,50000-80000,76158.95992503883
Hatchback,12,152266,91,1048,43,16.8,12.05,33,33,Good,Low,10,No,80000+,96465.8776123073
Truck,9,186893,105,2883,22,9.3,12.31,33,36,Moderate,Low,1,No,50000-80000,69239.41441964432
SUV,4,12157,95,3313,35,12.9,12.16,31,36,Worn,Low,12,No,25000-50000,26799.767233159706
Hatchback,7,120552,91,903,37,16.6,12.52,31,31,Good,High,1,No,50000-80000,67679.47349202631
Hatchback,4,248324,93,2244,41,17.8,12.67,25,28,Moderate,Medium,5,No,50000-80000,66934.07722148407
Hatchback,5,84636,86,3087,31,16.5,12.55,26,28,Good,High,2,No,50000-80000,72475.17975259086
Hatchback,8,196871,90,1414,44,20.5,12.69,31,35,Critical,Medium,9,No,25000-50000,36520.566514202736
Sedan,4,24901,88,2647,37,13.8,12.63,42,28,Moderate,Medium,3,No,50000-80000,69021.38123969082
Sedan,9,82278,91,684,35,13.3,12.35,42,32,Moderate,High,8,Yes,10000-25000,23215.966677575314
Sedan,10,7603,94,871,41,18.5,12.55,42,29,Good,High,1,No,50000-80000,57322.89905534081
Sedan,6,199692,99,1908,37,16.2,12.7,44,34,Moderate,High,4,No,25000-50000,39897.58661862626
Sedan,2,175338,98,877,44,14.3,12.68,29,31,Good,Medium,8,No,50000-80000,76508.56102753847
Sedan,5,202798,98,3172,38,16.4,12.36,30,29,Good,Low,2,No,80000+,99399.53689163148
Sedan,9,239639,95,2248,31,18.8,12.3,31,29,Moderate,High,5,No,10000-25000,21474.54478783905
Truck,4,121984,99,2134,25,8.3,12.19,42,28,Good,Medium,10,Yes,25000-50000,44277.2651129647
SUV,7,105996,96,2720,25,8.0,12.03,31,30,Good,High,10,No,25000-50000,35316.37011806733
Hatchback,7,164526,99,2638,45,14.5,12.74,34,34,Good,High,2,No,50000-80000,60553.468112865965
Sedan,7,235276,89,2631,37,15.6,12.33,41,30,Good,Medium,11,No,50000-80000,62597.72125982455
Truck,7,24514,111,659,34,4.4,12.19,39,35,Good,Medium,8,Yes,10000-25000,21922.32435089958
Hatchback,3,141989,95,3041,38,20.1,12.09,39,28,Good,Low,10,No,80000+,86530.01403998486
SUV,12,234816,97,2732,24,12.1,11.99,32,29,Worn,Low,2,No,80000+,97451.06483095075
Sedan,12,228396,88,932,40,14.6,12.79,40,35,Good,Low,10,No,80000+,97658.3515258017
Sedan,11,154330,101,1850,33,15.8,11.98,29,30,Good,Medium,7,Yes,25000-50000,46685.96095781945
Hatchback,9,143049,90,824,39,18.1,12.15,42,30,Good,High,4,No,50000-80000,74100.67376468703
SUV,2,24078,97,1825,33,8.6,12.16,29,31,Good,Low,6,No,80000+,93890.20532017825
SUV,2,135587,104,1482,35,12.7,12.73,31,31,Good,High,11,Yes,10000-25000,24973.300338123972
Truck,10,96010,99,3338,35,9.2,12.52,38,31,Good,Medium,5,No,25000-50000,34894.26347995276
SUV,6,204811,106,3321,33,12.8,11.9,32,32,Good,Low,8,No,50000-80000,57490.20776662369
Sedan,3,61460,91,2762,29,15.0,12.54,28,36,Good,Medium,5,No,50000-80000,54481.33540781993
Sedan,1,21321,89,2682,31,17.2,12.16,37,33,Good,Low,7,No,80000+,86817.35474492292
SUV,11,50080,96,630,37,9.0,12.33,31,30,Worn,Medium,2,No,80000+,85574.6437572804
Hatchback,10,160129,93,3308,36,20.2,11.86,28,29,Good,High,4,No,50000-80000,58592.07779225302
Hatchback,2,37343,84,3122,37,18.0,12.59,32,31,Worn,Medium,5,No,50000-80000,64529.3532769262
Truck,3,203500,102,1731,18,7.7,12.6,39,32,Good,Low,3,Yes,10000-25000,22612.16679081546
SUV,11,133340,108,945,42,12.0,12.74,39,33,Good,High,11,Yes,3000-10000,3757.5013108619814
Hatchback,10,198898,86,1022,34,15.8,12.61,26,30,Critical,Low,10,No,25000-50000,39987.62062605946
Hatchback,3,203082,89,1148,43,20.7,12.76,43,31,Moderate,Low,9,No,80000+,86103.58779205837
Hatchback,2,113997,86,1361,39,19.8,12.72,33,31,Moderate,High,6,No,25000-50000,47464.61213964982
Hatchback,8,183303,92,710,39,18.7,11.91,31,30,Moderate,Low,11,Yes,25000-50000,28453.776566932567
Sedan,11,21758,95,2148,35,12.6,12.71,42,29,Good,Low,4,No,50000-80000,56950.992594505326
Hatchback,3,238553,92,3078,42,14.6,11.77,44,34,Critical,High,1,Yes,10000-25000,22260.897564675608
Hatchback,7,103593,98,1752,42,18.2,12.64,44,28,Good,Low,4,No,80000+,99073.99526607296
Truck,11,217849,94,3280,24,7.0,12.28,29,30,Moderate,High,5,Yes,10000-25000,11315.937532110585
Truck,5,52087,94,3353,35,4.9,12.32,32,36,Moderate,Low,6,Yes,25000-50000,45983.02055887589
SUV,4,104224,97,2109,22,9.8,12.68,25,29,Worn,Low,10,Yes,50000-80000,74649.38746252027
Hatchback,10,162938,89,2686,36,16.2,12.68,36,31,Critical,Low,11,Yes,10000-25000,24981.585101090248
Hatchback,12,166418,91,1072,35,20.6,12.11,25,36,Good,Low,11,No,50000-80000,75613.84623224003
Sedan,7,138279,97,3284,31,14.1,12.57,29,35,Moderate,Low,3,No,50000-80000,73664.6828605614
Sedan,9,120062,90,2834,36,12.4,12.7,38,36,Good,Medium,3,No,80000+,95322.34886399565
Hatchback,11,109070,100,1889,44,13.8,12.44,36,28,Good,Low,3,No,80000+,99624.5568925028
Sedan,10,238911,94,2068,32,14.7,12.21,40,28,Worn,High,6,No,25000-50000,29123.858801102477
Truck,9,165515,103,2115,36,10.5,12.79,26,30,Moderate,Low,10,No,50000-80000,79700.90411862385
Sedan,3,123341,97,1509,28,15.4,12.39,32,30,Moderate,Low,3,Yes,25000-50000,42212.4668943577
Hatchback,2,44596,97,1729,46,16.8,11.86,29,34,Moderate,Low,8,No,50000-80000,69159.97263501654
Truck,1,208317,97,2966,22,5.1,11.95,28,30,Worn,Low,6,No,25000-50000,46468.77352037526
SUV,4,9569,101,850,33,12.4,11.92,35,33,Critical,High,11,Yes,0-3000,699.9141083897221
Hatchback,5,115609,84,3453,39,21.6,12.57,36,33,Good,Low,6,No,80000+,92953.03618630455
Truck,12,32758,116,1501,17,9.4,12.37,44,29,Critical,Medium,3,No,0-3000,54.91126385460865
SUV,2,71468,95,2851,30,10.0,12.09,43,33,Good,Low,6,No,80000+,95303.7274017382
SUV,12,72499,104,2070,36,12.9,12.22,34,30,Moderate,Low,6,No,80000+,86288.61661481642
SUV,3,22664,97,1362,30,11.7,11.98,27,36,Good,High,1,No,50000-80000,79957.40573384275
Hatchback,11,224578,83,1242,47,15.3,12.16,43,28,Worn,Low,2,No,80000+,97948.99757659178
Truck,11,84700,96,1045,18,4.8,11.93,37,29,Moderate,High,8,Yes,0-3000,1136.0348723335037
SUV,10,204333,94,3354,35,7.7,12.71,42,31,Moderate,High,6,Yes,25000-50000,46907.16242731206
Sedan,11,210861,97,1696,25,16.7,11.79,30,28,Good,Low,10,Yes,50000-80000,58522.51461214162
Sedan,2,135006,93,3379,32,15.8,12.65,35,30,Good,High,7,No,25000-50000,45496.39530695744
Hatchback,2,91853,91,3450,33,14.3,12.7,29,31,Good,High,1,No,50000-80000,71384.26012621712
Truck,6,18251,99,2637,23,8.0,12.67,27,34,Good,High,8,No,10000-25000,11899.24564402045
Sedan,11,236410,98,1578,32,18.5,11.79,38,28,Critical,Low,4,No,25000-50000,25112.530891047427
Sedan,9,246592,90,2821,33,13.0,12.75,30,36,Good,Medium,9,No,50000-80000,53000.83940755474
Sedan,9,22040,91,665,31,15.2,11.92,39,31,Good,High,4,No,25000-50000,48305.62309241
SUV,7,98480,94,2329,37,10.3,12.45,45,29,Moderate,Medium,2,No,80000+,94622.32014716907
Sedan,1,139806,100,1147,34,13.5,12.13,41,30,Worn,High,9,No,10000-25000,16922.39164214841
Truck,10,129257,104,3068,22,7.5,12.37,35,33,Worn,Low,3,No,25000-50000,32859.60922310215
Sedan,8,14510,100,916,35,15.9,12.38,38,36,Moderate,High,12,No,3000-10000,8506.819170399947
Hatchback,11,7996,87,3427,43,15.5,12.23,43,32,Good,Low,10,No,80000+,94922.89723285224
Truck,8,30618,110,1581,18,7.8,11.9,34,28,Good,Medium,5,No,3000-10000,8273.15977660355
Truck,9,98096,111,1537,33,4.7,11.82,39,28,Moderate,Low,11,No,3000-10000,9477.536885953294
SUV,12,213228,106,787,30,9.8,11.95,36,30,Good,Medium,11,Yes,10000-25000,10022.638502294454
Sedan,2,241459,89,3422,34,17.7,12.76,40,36,Good,Low,11,No,50000-80000,65498.9459558131
SUV,9,212021,100,734,31,12.1,12.59,32,29,Good,Low,5,No,80000+,93157.24608962612
Hatchback,5,30671,93,2226,32,16.9,12.32,43,34,Good,Medium,5,Yes,50000-80000,63069.605927990684
Hatchback,11,98833,86,2645,32,20.4,12.74,35,29,Worn,Medium,5,No,50000-80000,64779.362479579686
Truck,11,136783,113,2726,24,5.4,12.7,29,30,Good,Low,9,No,25000-50000,33114.47897112703
Truck,7,81672,104,1114,18,7.0,12.67,31,35,Good,Medium,3,No,10000-25000,22430.74023036447
Sedan,5,51008,93,792,40,16.6,11.76,38,32,Moderate,Medium,4,Yes,50000-80000,64673.708845915375
Sedan,3,100937,95,716,35,16.2,11.83,41,29,Good,High,11,Yes,3000-10000,3406.1277472788024
Hatchback,10,192965,93,2286,40,18.2,11.96,25,31,Moderate,Low,2,No,80000+,87683.69166142025
Truck,7,57581,112,1701,22,10.6,11.71,28,34,Good,High,8,Yes,3000-10000,5816.449851607117
Truck,11,119349,117,2607,18,11.1,11.94,31,35,Good,Medium,7,No,3000-10000,4502.122102421745
Hatchback,9,29971,99,2130,34,21.2,12.39,43,29,Critical,Low,10,No,25000-50000,43058.321078838606
SUV,5,201015,95,831,29,11.8,11.73,29,36,Good,Medium,3,No,50000-80000,72872.69010001322
Truck,3,58415,110,1760,24,4.4,12.47,27,33,Moderate,Low,6,No,10000-25000,13017.400711241167
Hatchback,2,120471,89,3363,46,13.4,11.77,45,35,Good,High,5,Yes,25000-50000,37249.11059539096
SUV,2,37852,102,803,39,14.6,11.79,37,36,Good,Low,6,No,80000+,98508.60145716759
Truck,5,167585,100,3007,24,9.3,12.68,32,35,Moderate,High,11,No,3000-10000,9037.88386030642
SUV,3,209222,91,2177,34,13.5,12.59,25,31,Good,High,2,No,50000-80000,67516.60499588352
Truck,2,52905,100,1518,19,5.1,12.16,26,35,Good,Low,7,Yes,10000-25000,22305.134611917434
SUV,11,72925,103,889,33,9.3,12.14,31,32,Good,Medium,5,No,50000-80000,69604.1609448997
Sedan,1,154423,87,780,27,14.0,12.32,32,34,Moderate,Medium,5,No,50000-80000,74301.40648160016
Truck,11,170840,110,1383,23,10.8,12.61,27,33,Good,High,10,No,3000-10000,8926.860820213296
SUV,7,207689,92,3050,32,12.0,12.38,43,30,Good,Low,1,No,80000+,95452.98297956702
Sedan,6,170779,82,2589,34,17.1,11.73,40,36,Moderate,High,6,No,25000-50000,45571.75024100649
Truck,9,54467,97,2602,34,7.1,12.03,25,29,Worn,Medium,8,No,25000-50000,30522.314328808905
SUV,11,166337,92,1952,36,9.4,12.57,37,33,Good,Low,8,No,80000+,84632.5081182052
Hatchback,5,140543,95,943,39,15.5,12.45,31,30,Worn,High,7,No,25000-50000,29391.07854206411
Hatchback,9,123843,94,1438,43,17.2,12.3,41,29,Moderate,Low,12,Yes,25000-50000,26102.43149120003
Truck,10,17624,110,2475,29,4.4,12.49,27,32,Good,Medium,11,Yes,3000-10000,5506.750694605644
SUV,9,149754,102,3368,27,14.6,12.49,37,35,Good,High,3,No,25000-50000,32237.61460130754
Hatchback,4,219870,98,3130,28,16.4,12.61,41,33,Worn,Low,8,No,50000-80000,55454.52351210389
Sedan,4,22394,98,2086,27,15.2,12.0,45,30,Good,High,2,Yes,25000-50000,29022.79446978581
SUV,2,173005,102,2954,41,12.5,11.99,29,30,Moderate,Low,12,No,50000-80000,61456.42043423775
Hatchback,10,233266,88,1294,42,20.9,12.27,26,28,Good,High,5,Yes,25000-50000,34846.66850261114
SUV,4,212817,90,2462,36,10.8,12.39,33,33,Good,High,1,No,80000+,93024.58478508425
SUV,7,229523,103,1012,25,7.9,12.31,37,33,Critical,Low,12,No,10000-25000,18272.573901465385
Truck,7,24948,108,2480,22,10.5,12.72,40,33,Good,Low,6,No,25000-50000,34959.39281047395
Truck,3,15899,110,2054,30,11.3,11.86,36,33,Moderate,Low,4,No,10000-25000,10819.248505375164
Truck,12,150021,102,1921,23,9.8,11.93,26,32,Moderate,Low,9,No,25000-50000,38994.14193779768
SUV,6,44566,102,2171,35,8.6,12.22,32,34,Good,Low,11,Yes,25000-50000,27880.137736095963
SUV,11,172853,104,2052,31,14.2,11.9,35,29,Worn,Medium,7,No,50000-80000,59269.64589549418
SUV,12,232847,100,1189,34,10.7,12.65,27,28,Good,Low,1,No,80000+,92025.93188962081
Truck,12,62949,116,1610,25,10.9,12.65,39,35,Worn,Low,5,Yes,10000-25000,16064.765144222212
SUV,11,118536,92,2961,39,9.5,12.65,38,32,Worn,Low,11,No,50000-80000,59313.529095387035
Hatchback,9,90848,92,1733,39,21.4,12.16,44,33,Good,Low,11,No,50000-80000,67820.458650538
SUV,8,10481,100,1091,43,12.9,11.73,32,29,Good,Low,4,No,80000+,93462.15283884344
SUV,12,133701,100,2334,24,14.0,12.63,33,36,Moderate,High,5,No,25000-50000,29874.462650786536
Sedan,10,112417,86,603,35,18.4,12.73,45,30,Good,High,9,No,25000-50000,29975.81865956486
Hatchback,2,242685,89,614,30,14.5,12.66,28,28,Worn,High,5,No,25000-50000,33200.39966026875
Truck,8,177050,105,632,22,5.7,12.38,32,36,Good,Low,3,No,50000-80000,58661.917202287965
SUV,9,54843,103,2360,33,14.4,11.75,39,29,Moderate,Low,3,No,50000-80000,50542.43826587402
Hatchback,3,45032,95,1056,41,17.7,12.78,38,28,Good,High,3,No,25000-50000,48803.31775227621
SUV,9,208699,96,721,34,11.8,11.76,43,30,Critical,Medium,1,No,25000-50000,26990.78965479467
SUV,10,120862,95,786,26,8.9,12.16,31,34,Worn,High,4,No,25000-50000,30008.858156366252
Sedan,12,84188,94,3170,26,14.0,12.3,32,36,Worn,High,5,No,25000-50000,32938.22129064428
SUV,4,42315,95,1965,27,9.4,11.91,36,31,Good,Low,9,No,80000+,88960.08277522816
SUV,11,90312,95,1326,27,8.8,12.05,42,30,Moderate,Medium,12,No,25000-50000,39054.99712539777
Sedan,7,61773,98,3429,40,14.6,12.78,32,34,Moderate,Medium,6,No,50000-80000,63922.73107872313
Sedan,1,137944,83,2511,39,13.7,12.39,39,34,Good,Low,6,Yes,80000+,89972.53053605567
Sedan,9,81362,94,1900,41,17.5,12.4,37,34,Good,Low,7,No,80000+,86504.51591052575
SUV,4,121555,107,3298,25,7.4,12.33,44,30,Good,Medium,9,Yes,25000-50000,31999.111998941695
Sedan,2,159990,91,2574,28,15.1,11.92,33,33,Good,Low,4,No,80000+,89008.42295918793
Hatchback,7,25781,90,1109,37,19.3,12.61,38,36,Moderate,Medium,8,Yes,50000-80000,63406.53518026338
Sedan,5,166651,92,2916,35,12.9,12.03,38,32,Good,Low,7,No,80000+,93716.98415070902
Truck,8,235154,115,2862,22,8.1,12.37,26,32,Good,Low,4,No,25000-50000,36873.73137546305
Sedan,1,47970,97,2201,34,15.7,12.18,35,30,Good,High,3,Yes,10000-25000,14329.745742011934
SUV,6,103047,103,2303,32,11.3,12.68,35,31,Critical,Low,2,No,50000-80000,59533.09159145808
Hatchback,10,219974,86,2089,40,15.4,12.38,35,30,Good,Medium,3,Yes,50000-80000,66557.70249458624
Sedan,12,145496,98,2263,37,17.1,11.88,39,29,Good,Medium,1,Yes,50000-80000,52898.312115452354
SUV,5,85529,97,3262,33,12.1,12.61,35,33,Good,Medium,11,No,25000-50000,40781.51772671182
Truck,6,138236,112,2336,30,7.9,12.15,42,34,Critical,Low,10,No,3000-10000,8623.881791274824
Hatchback,9,247906,95,1891,33,17.8,12.32,43,35,Worn,Medium,8,No,25000-50000,43449.58462812113
Hatchback,5,159884,87,1588,33,18.5,12.39,44,30,Good,Medium,1,Yes,50000-80000,58924.34168491092
Hatchback,5,128094,96,2092,46,21.1,11.98,32,35,Good,Low,10,No,80000+,95305.16580565834
Truck,2,188385,95,3234,26,7.8,12.49,36,33,Good,Low,8,No,50000-80000,67158.0073540717
SUV,7,42120,99,809,32,13.4,12.41,40,31,Good,Medium,8,Yes,50000-80000,59158.32925320265
Truck,3,7403,100,629,19,3.7,12.55,25,34,Critical,Low,9,Yes,3000-10000,8884.214516024032
Sedan,10,171513,100,1183,40,13.1,12.55,35,34,Good,Medium,6,Yes,50000-80000,58334.74315119815
Truck,10,147235,104,980,30,4.4,11.85,36,36,Worn,Low,9,Yes,25000-50000,46239.475901605474
Sedan,5,176925,97,2936,43,15.0,12.74,25,31,Good,Low,2,Yes,80000+,98519.9025890017
Sedan,10,232752,84,1211,34,13.1,12.39,29,34,Worn,Medium,9,Yes,25000-50000,35815.36685395253
Hatchback,6,96824,93,2575,42,18.0,11.93,27,33,Good,Low,9,No,80000+,91039.34360122579
Truck,2,196671,111,3389,31,3.1,12.24,28,29,Good,Low,7,No,25000-50000,34917.206292739094
SUV,6,145672,106,1462,41,11.2,12.46,39,36,Critical,Low,8,No,25000-50000,27172.863435341922
Truck,3,83207,102,2600,30,9.4,12.43,33,35,Good,Medium,2,No,50000-80000,68249.35014156863
SUV,1,94925,94,952,31,15.0,11.91,37,34,Good,Low,11,No,50000-80000,68381.2615110878
Truck,4,217052,105,733,31,8.8,12.38,45,29,Good,Medium,10,No,25000-50000,35745.55852116925
SUV,7,110677,95,3058,35,7.5,12.13,36,30,Worn,Low,6,No,50000-80000,68252.91446943878
Sedan,2,145603,93,3184,38,19.3,12.1,39,33,Worn,Low,8,No,80000+,99002.067161764
Sedan,1,238289,92,1129,32,15.1,12.26,42,32,Worn,Low,11,No,25000-50000,46256.071713404
Truck,4,237336,108,2445,26,8.5,11.7,44,34,Good,Low,8,No,25000-50000,39866.42113383589
Sedan,8,23159,86,3105,38,13.4,12.51,29,33,Critical,Low,5,No,50000-80000,61824.389300004696
Hatchback,4,241005,101,2915,44,14.7,12.02,30,30,Good,Low,2,No,80000+,98749.72653520729
SUV,8,163856,91,2614,30,9.2,11.85,29,29,Worn,Low,11,No,50000-80000,50371.36233596594
SUV,8,48350,99,1668,32,9.7,11.79,34,34,Good,Low,3,No,80000+,85685.04257901291
Truck,7,102475,104,3047,25,7.5,12.0,29,31,Moderate,Low,11,No,10000-25000,14817.68038718417
Hatchback,1,68736,90,2573,41,20.2,11.87,39,31,Good,High,6,Yes,25000-50000,28948.586297632974
Hatchback,3,87651,96,3113,40,17.6,12.45,29,28,Good,High,10,No,25000-50000,29292.178722094006
SUV,8,174360,101,1788,35,11.9,12.76,43,30,Good,Low,6,Yes,50000-80000,67435.66353852002
Sedan,12,159883,95,1586,44,14.4,11.71,32,28,Good,Low,11,No,50000-80000,75612.13586708256
Hatchback,1,92173,92,2520,37,19.4,12.13,30,36,Good,Medium,5,No,80000+,96642.50936228021
SUV,1,119657,101,1820,25,14.4,12.37,37,29,Moderate,Medium,1,No,50000-80000,63052.66281001487
SUV,6,66392,106,1531,39,9.1,12.5,39,31,Good,Medium,11,No,25000-50000,39551.44988517255
Sedan,6,161408,90,1698,33,13.2,12.07,43,29,Good,Low,6,No,80000+,95750.86125335652
Sedan,2,27020,91,3299,32,15.1,12.21,27,32,Good,Medium,5,No,50000-80000,77102.18502851299
Truck,5,41544,96,778,23,5.6,12.39,25,35,Critical,Medium,1,No,10000-25000,20261.256939803345
Sedan,8,168755,88,1794,33,18.5,12.1,29,30,Good,Medium,3,No,50000-80000,69617.20904052639
Sedan,7,75433,87,875,39,15.3,11.86,40,36,Good,Low,1,No,80000+,89543.8990624664
Sedan,1,225412,94,2665,32,15.7,12.38,43,36,Good,Low,7,No,80000+,86299.65602780416
Hatchback,4,177329,86,1027,30,19.6,12.6,39,28,Good,Low,12,No,50000-80000,51141.70795753324
Sedan,4,111406,98,675,29,16.6,12.08,28,35,Good,High,4,No,25000-50000,44160.030016456716
Truck,6,57574,102,751,35,6.9,12.5,35,35,Moderate,Medium,9,No,25000-50000,46096.02167652366
Sedan,10,15188,91,1776,45,15.9,12.09,30,34,Worn,Low,12,Yes,25000-50000,42494.03113911578
Sedan,1,124376,99,2439,35,16.4,11.74,25,29,Worn,Low,4,No,50000-80000,60724.3507899364
Truck,11,106174,102,1711,32,4.3,12.43,44,35,Critical,Medium,6,No,10000-25000,18055.213282468907
Hatchback,6,206705,88,2870,44,17.7,11.91,29,35,Critical,High,7,No,10000-25000,24193.50889271308
Hatchback,4,211873,93,2800,38,16.0,12.69,44,28,Critical,Low,3,No,50000-80000,66805.98939699214
Sedan,6,219550,93,3498,37,13.8,12.62,30,30,Good,Medium,11,No,50000-80000,66185.72602258796
Hatchback,8,226961,90,2945,45,16.8,11.88,44,30,Good,Low,11,No,50000-80000,54897.934340824366
Truck,10,228144,98,3035,29,3.2,12.35,31,36,Good,Low,1,No,50000-80000,67528.50640425432
Hatchback,7,47766,90,993,37,18.1,12.1,33,31,Good,Medium,9,No,80000+,99870.10415883825
Truck,3,75832,95,1443,20,7.2,11.73,39,30,Critical,Medium,10,Yes,0-3000,2527.101720818218
Sedan,5,189273,93,2490,33,13.7,12.54,37,29,Worn,Medium,9,No,50000-80000,76346.78147135922
Hatchback,5,5710,95,1613,33,20.2,12.61,42,36,Good,Low,8,No,50000-80000,58859.728149865194
Hatchback,1,119688,97,3227,35,18.5,12.3,37,36,Critical,Low,5,No,25000-50000,39752.08305169043
SUV,12,110657,101,1691,31,12.4,12.33,44,36,Good,Medium,3,No,50000-80000,51904.95697358364
Truck,8,238832,104,3179,32,6.4,12.28,31,34,Critical,Medium,6,No,10000-25000,16659.592720322646
SUV,6,224235,99,1682,25,9.6,11.72,39,31,Good,Medium,9,No,50000-80000,74025.46997099312
SUV,2,88723,92,1484,24,11.6,12.43,32,32,Good,Low,1,Yes,80000+,89972.19368752354
Truck,12,98966,110,2272,34,5.4,12.3,30,32,Moderate,Medium,5,No,10000-25000,18106.896429157263
Sedan,9,247031,90,3196,31,16.7,12.5,39,28,Good,Medium,6,No,50000-80000,76439.71336815684
Hatchback,10,38482,94,1953,39,15.3,11.94,29,28,Good,Low,8,No,80000+,84129.89529827815
Sedan,6,134506,85,3049,37,15.3,12.18,42,35,Critical,Low,10,Yes,25000-50000,42554.510293315805
Hatchback,5,140628,88,3001,37,21.0,12.35,39,28,Good,Medium,3,Yes,50000-80000,51743.3739495183
SUV,11,137286,98,2071,39,12.0,12.58,32,30,Moderate,Low,10,No,80000+,87232.97844707157
Sedan,7,137820,96,1240,33,14.6,12.45,28,28,Good,High,12,No,10000-25000,19984.840588646468
Hatchback,12,181604,96,2190,32,17.2,12.34,42,34,Moderate,Medium,3,No,25000-50000,40224.02913463139
Hatchback,12,153323,84,776,40,18.2,12.1,34,32,Worn,Low,7,Yes,50000-80000,57929.46870841033
Sedan,7,219943,95,889,37,13.2,12.62,31,35,Good,Low,3,No,80000+,87889.34615236806
SUV,1,243284,92,2842,31,7.6,12.17,43,28,Good,Low,2,Yes,80000+,88156.73163511668
SUV,11,46989,94,2236,31,9.7,12.64,25,28,Good,Low,10,No,80000+,95526.50770769152
Truck,4,228567,97,644,30,9.2,12.11,26,30,Good,Medium,8,No,25000-50000,49873.09546652824
SUV,2,69187,94,1089,29,9.2,12.31,38,31,Good,Medium,10,No,80000+,89782.3560210635
SUV,3,22945,102,1616,25,10.6,11.92,45,32,Moderate,Low,7,No,50000-80000,76289.62966198742
SUV,9,168377,107,2051,39,14.0,12.58,30,33,Moderate,High,10,No,10000-25000,24648.228672515936
Truck,11,70273,108,956,28,9.4,12.57,36,32,Good,Low,7,No,25000-50000,38816.89285674846
Truck,5,109345,106,2530,22,5.6,12.06,29,29,Critical,Low,5,No,3000-10000,4260.188833634057
Hatchback,8,236227,97,3287,41,17.8,12.41,32,34,Moderate,High,7,No,25000-50000,34448.009387416394
Truck,4,203207,108,2003,26,8.0,12.35,36,30,Critical,Low,11,No,0-3000,1558.1391868157968
Sedan,10,188765,100,2841,40,14.8,12.06,43,35,Good,Medium,10,No,50000-80000,53924.57073977628
Hatchback,6,225521,93,2482,44,16.9,11.87,44,35,Worn,Medium,3,Yes,50000-80000,55718.92431223957
Hatchback,1,148047,94,2371,36,17.2,12.68,35,29,Good,High,9,No,50000-80000,50722.71086199921
SUV,1,132673,94,1583,42,10.7,12.15,33,31,Critical,Medium,11,No,25000-50000,41376.45151731369
SUV,6,37394,99,2936,37,14.2,12.75,29,32,Moderate,Low,12,No,50000-80000,74611.61724036527
Sedan,6,220666,93,1838,39,15.6,11.91,26,36,Good,Low,11,No,50000-80000,50047.017797157496
Sedan,9,89274,97,2609,34,13.2,11.73,42,34,Good,Medium,6,No,50000-80000,62115.08736727368
SUV,5,152192,92,1682,33,11.6,12.35,40,31,Good,High,4,No,50000-80000,78164.704458808
SUV,11,246156,106,1003,30,9.3,12.22,37,35,Good,Low,12,No,25000-50000,37165.731411779656
Truck,6,41681,102,1476,26,6.2,12.37,30,33,Moderate,Medium,3,Yes,10000-25000,12136.451536504126
Hatchback,8,99899,87,1712,28,14.8,12.36,34,32,Moderate,Low,12,No,25000-50000,45147.82288590398
Truck,2,6231,103,1872,23,4.5,12.6,39,30,Moderate,Low,10,No,25000-50000,33822.51331527943
Hatchback,4,179261,99,1550,38,17.5,11.86,25,28,Worn,High,11,No,10000-25000,17921.204889603592
Truck,3,176081,98,2107,24,7.0,12.36,25,29,Good,High,6,No,10000-25000,20161.391952329184
