Vehicle_ID,Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect
V263,SUV,8,145865,99,1812,41,11.5,11.67,41,58,Moderate,Medium,3,No,"80,001+"
V264,Hatchback,15,142922,85,1692,23,18.5,12.11,30,106,Worn,High,2,Yes,"25,001–50,000"
V265,Sedan,1,57142,97,2262,28,18.0,12.83,35,95,Good,High,8,No,"50,001–80,000"
V266,Hatchback,12,151475,108,1924,44,18.1,12.35,45,85,Good,Medium,4,No,"50,001–80,000"
V267,Hatchback,12,9526,99,1692,50,19.1,11.44,35,32,Moderate,Low,5,No,"80,001+"
V268,Hatchback,13,82877,108,2760,28,18.0,12.81,32,34,Critical,Low,9,No,"10,001–25,000"
V269,Sedan,7,164810,110,2554,47,12.1,11.21,32,108,Good,Low,11,No,"50,001–80,000"
V270,Sedan,11,88921,97,1831,32,18.4,11.67,36,71,Critical,High,3,Yes,"25,001–50,000"
V271,Sedan,3,89867,96,2526,42,7.0,11.62,40,77,Good,Low,6,Yes,"80,001+"
V272,SUV,3,148704,107,2022,35,18.0,12.09,34,76,Worn,Medium,8,Yes,"80,001+"
V273,Hatchback,14,181873,98,1961,49,9.2,12.6,45,108,Critical,Medium,4,Yes,"50,001–80,000"
V274,Sedan,12,131348,100,2586,39,6.7,11.55,30,74,Critical,Medium,6,No,"50,001–80,000"
V275,SUV,13,125206,107,1654,22,14.5,11.73,42,50,Critical,Medium,6,No,"10,001–25,000"
V276,Truck,10,85788,104,2660,50,19.7,11.08,34,64,Worn,Low,5,No,"80,001+"
V277,SUV,8,150553,94,2243,44,6.5,11.35,41,86,Critical,High,9,Yes,"25,001–50,000"
V278,SUV,1,67034,88,2700,39,5.0,12.05,33,69,Worn,High,1,Yes,"80,001+"
V279,SUV,9,39471,99,1847,39,14.9,11.78,37,30,Critical,Medium,5,No,"80,001+"
V280,Hatchback,1,5612,95,2212,48,9.4,11.87,32,81,Critical,High,5,Yes,"50,001–80,000"
V281,SUV,4,46289,109,2467,20,6.0,12.64,36,61,Worn,Low,7,Yes,"50,001–80,000"
V282,Truck,5,16802,107,2926,44,10.5,11.71,39,61,Moderate,Medium,3,Yes,"80,001+"
V283,Truck,13,103040,86,2172,50,5.8,12.67,41,84,Worn,Low,6,No,"80,001+"
V284,Hatchback,15,163934,103,2466,37,8.8,12.8,37,57,Worn,Low,3,Yes,"50,001–80,000"
V285,Hatchback,9,84245,87,2055,39,13.8,11.41,43,77,Good,High,4,No,"80,001+"
V286,SUV,5,39091,94,1723,43,13.8,11.3,45,95,Worn,Low,1,No,"80,001+"
V287,Sedan,7,122997,110,2209,32,8.3,11.1,39,62,Good,Medium,7,No,"80,001+"
V288,SUV,12,37025,107,2147,30,9.2,11.62,44,104,Moderate,High,12,Yes,"25,001–50,000"
V289,Truck,1,46873,97,2917,25,14.8,12.5,44,34,Worn,Medium,2,Yes,"80,001+"
V290,Truck,1,195109,108,1953,29,15.8,11.26,45,37,Worn,Medium,9,Yes,"25,001–50,000"
V291,SUV,12,6391,102,2666,44,6.2,11.83,31,63,Good,High,8,Yes,"25,001–50,000"
V292,Truck,10,63579,107,2393,41,12.9,11.05,39,33,Critical,Medium,11,No,"25,001–50,000"
V293,Sedan,5,145484,97,1616,24,8.8,11.29,42,45,Critical,High,4,No,"25,001–50,000"
V294,SUV,8,83635,93,1541,34,12.7,11.52,34,69,Worn,High,10,Yes,"50,001–80,000"
V295,SUV,7,125189,110,2014,24,7.1,12.43,34,72,Worn,High,10,Yes,"10,001–25,000"
V296,SUV,14,144346,88,2125,21,19.9,12.24,34,53,Worn,Low,7,No,"50,001–80,000"
V297,Truck,5,116423,93,2474,37,8.8,11.2,34,50,Good,Medium,9,Yes,"80,001+"
V298,SUV,8,47381,86,1952,29,15.1,11.65,41,85,Moderate,High,3,Yes,"50,001–80,000"
V299,Sedan,4,73421,88,2614,27,8.5,12.56,32,60,Worn,Medium,12,Yes,"50,001–80,000"
V300,SUV,8,12330,85,2273,49,8.4,12.32,40,108,Good,Low,11,Yes,"80,001+"
V301,Hatchback,4,105633,87,2364,30,10.0,11.49,33,87,Critical,Low,1,No,"80,001+"
V302,SUV,5,129353,90,2195,37,15.0,12.73,45,51,Moderate,Medium,11,Yes,"80,001+"
V303,Hatchback,11,126396,109,2959,50,16.1,11.75,31,34,Worn,Low,6,Yes,"50,001–80,000"
V304,SUV,4,37065,90,2265,45,12.6,12.73,34,37,Critical,High,9,No,"25,001–50,000"
V305,Truck,12,46247,94,2765,27,14.6,12.23,32,84,Critical,High,9,No,"10,001–25,000"
V306,SUV,11,191282,95,2519,43,7.1,11.55,43,66,Good,Low,2,No,"80,001+"
V307,Sedan,7,79884,86,2290,22,9.2,11.57,34,31,Worn,Low,6,Yes,"80,001+"
V308,SUV,5,150408,101,1575,38,7.0,11.76,32,40,Critical,High,6,No,"25,001–50,000"
V309,Hatchback,10,114250,108,2305,31,17.7,12.24,45,43,Critical,High,2,No,"25,001–50,000"
V310,Hatchback,14,150338,100,2790,34,19.3,12.29,35,56,Worn,Medium,9,No,"80,001+"
V311,Hatchback,6,135983,95,2140,42,19.8,11.85,32,96,Critical,Medium,12,No,"50,001–80,000"
V312,SUV,10,16709,98,2857,37,5.6,12.83,41,88,Critical,Low,5,No,"80,001+"
V313,Hatchback,8,193446,107,2435,49,11.8,12.13,44,53,Worn,High,8,Yes,"50,001–80,000"
V314,SUV,4,45489,91,1786,42,6.9,11.43,41,75,Moderate,Medium,9,No,"80,001+"
V315,Hatchback,15,117053,107,1962,20,15.8,12.69,45,86,Moderate,Low,4,No,"25,001–50,000"
V316,SUV,7,53691,92,2827,39,10.6,12.37,40,58,Worn,High,1,No,"80,001+"
V317,Sedan,10,120026,95,2039,40,12.2,12.22,43,44,Critical,Low,12,No,"50,001–80,000"
V318,SUV,13,136449,101,2103,45,15.2,12.11,36,31,Good,Medium,2,No,"50,001–80,000"
V319,SUV,4,55558,93,2062,43,8.1,12.12,39,42,Critical,Low,1,No,"80,001+"
V320,SUV,8,146539,108,1723,35,8.7,11.58,37,31,Good,Medium,11,No,"50,001–80,000"
V321,SUV,6,77494,99,2709,25,6.6,12.48,30,35,Good,Low,1,No,"80,001+"
V322,SUV,11,6046,94,2401,38,13.6,11.72,31,65,Good,Medium,10,No,"80,001+"
V323,SUV,11,5211,86,1612,36,11.1,11.41,37,85,Critical,Medium,3,No,"50,001–80,000"
V324,Truck,9,18159,97,2155,29,16.3,12.4,42,60,Critical,Low,12,Yes,"25,001–50,000"
V325,Sedan,11,150455,107,2840,49,15.6,12.93,43,35,Moderate,Medium,7,No,"50,001–80,000"
V326,Sedan,6,25314,108,1893,41,13.7,12.62,42,92,Critical,Low,3,Yes,"50,001–80,000"
V327,Truck,5,149951,99,2784,41,13.0,11.48,33,92,Moderate,High,5,No,"80,001+"
V328,Truck,11,46259,98,2294,31,19.1,12.62,39,101,Worn,Low,12,No,"80,001+"
V329,Truck,1,31038,103,2556,48,5.4,12.8,42,86,Worn,Medium,8,No,"80,001+"
V330,Truck,10,95868,97,1783,33,6.8,11.86,42,107,Moderate,Low,8,No,"80,001+"
V331,Sedan,7,172558,99,1675,23,19.0,12.83,39,108,Moderate,Medium,5,No,"80,001+"
V332,Truck,15,26442,91,1992,21,7.2,11.07,35,87,Critical,Low,10,Yes,"25,001–50,000"
V333,Hatchback,10,113335,105,2108,34,5.9,12.16,38,33,Worn,Medium,1,No,"80,001+"
V334,Truck,1,32137,110,1609,40,5.1,12.79,40,78,Critical,Low,1,Yes,"50,001–80,000"
V335,SUV,14,101260,100,2970,35,14.2,11.47,43,74,Good,Low,11,Yes,"80,001+"
V336,Truck,2,139622,98,1574,50,14.5,12.81,40,92,Good,Medium,4,Yes,"80,001+"
V337,Hatchback,4,152637,96,1932,47,18.8,11.19,38,52,Critical,Medium,3,Yes,"80,001+"
V338,SUV,9,197904,103,2374,41,8.0,12.35,35,56,Good,High,10,Yes,"25,001–50,000"
V339,Hatchback,15,81665,99,2416,31,15.6,12.34,37,73,Moderate,Medium,5,No,"80,001+"
V340,Truck,12,189029,104,1752,25,13.8,12.45,45,63,Worn,Medium,1,Yes,"25,001–50,000"
V341,Hatchback,6,133548,87,2222,41,16.8,12.43,35,71,Moderate,Medium,9,No,"80,001+"
V342,SUV,15,28596,109,1701,44,19.7,12.69,36,77,Critical,Medium,8,Yes,"25,001–50,000"
V343,SUV,10,74496,104,2093,25,16.8,11.42,32,104,Good,High,9,Yes,"10,001–25,000"
V344,Sedan,3,124227,88,2889,37,19.7,12.42,42,77,Moderate,High,8,No,"80,001+"
V345,Hatchback,6,80158,87,1711,23,7.4,12.62,41,83,Moderate,High,6,No,"50,001–80,000"
V346,Truck,14,16969,85,2769,36,6.6,12.64,35,83,Critical,Low,1,Yes,"50,001–80,000"
V347,Hatchback,5,93694,98,2251,24,18.9,12.62,33,99,Good,Low,8,No,"80,001+"
V348,Truck,5,42565,108,2098,34,10.7,11.67,38,101,Worn,High,3,Yes,"50,001–80,000"
V349,Truck,4,28592,88,2780,38,18.3,11.67,40,49,Good,Medium,7,No,"80,001+"
V350,Truck,7,123463,86,1684,21,11.2,11.86,37,108,Good,Low,6,Yes,"80,001+"
V351,Sedan,11,53257,87,2957,41,12.3,11.58,40,88,Worn,High,7,No,"50,001–80,000"
V352,Hatchback,5,144748,103,2740,26,14.0,11.02,35,77,Moderate,High,4,No,"25,001–50,000"
V353,Sedan,10,96222,85,2056,45,16.6,11.58,30,63,Moderate,Low,7,No,"80,001+"
V354,Sedan,2,11754,85,2571,25,5.5,12.72,33,47,Worn,High,2,Yes,"50,001–80,000"
V355,SUV,4,32759,91,2580,27,19.4,11.59,34,95,Moderate,Low,1,No,"80,001+"
V356,Hatchback,2,59798,93,2236,20,13.8,11.76,30,33,Worn,Medium,5,No,"80,001+"
V357,Hatchback,13,161480,87,1573,40,19.8,12.86,34,64,Good,Medium,5,Yes,"80,001+"
V358,Sedan,4,21417,100,1897,40,5.5,11.26,43,102,Critical,High,5,No,"50,001–80,000"
V359,Hatchback,5,10140,104,2628,43,5.1,12.81,41,33,Critical,High,5,No,"25,001–50,000"
V360,Hatchback,15,166512,110,2037,30,19.6,12.94,32,36,Worn,Medium,2,No,"50,001–80,000"
V361,Hatchback,11,77183,109,2222,23,9.2,11.58,37,104,Worn,High,1,Yes,"10,001–25,000"
V362,Sedan,15,167970,91,2349,36,17.9,11.71,34,106,Critical,High,6,No,"25,001–50,000"
V363,Truck,1,125407,108,2622,36,15.9,11.4,45,80,Good,High,6,No,"50,001–80,000"
V364,Sedan,9,43941,98,2869,46,18.5,12.35,40,89,Moderate,Medium,6,No,"80,001+"
V365,SUV,13,62787,90,2703,36,9.5,12.78,42,57,Critical,Medium,3,Yes,"50,001–80,000"
V366,Sedan,10,87874,100,2532,22,9.9,11.06,39,84,Critical,High,1,Yes,"25,001–50,000"
V367,Truck,5,121531,103,1963,20,11.5,11.01,42,62,Good,Low,9,No,"25,001–50,000"
V368,Hatchback,5,76945,108,2826,24,17.3,11.49,35,92,Critical,Medium,9,No,"10,001–25,000"
V369,Hatchback,1,91347,110,1790,38,19.9,12.13,32,87,Worn,Low,1,Yes,"80,001+"
V370,Truck,15,130959,105,1508,21,6.3,11.35,38,105,Worn,Medium,6,No,"25,001–50,000"
V371,Sedan,9,158367,85,2674,44,11.8,12.25,30,40,Good,High,5,Yes,"80,001+"
V372,Truck,13,165704,91,1683,22,15.2,12.46,39,67,Worn,High,6,No,"25,001–50,000"
V373,Truck,7,73286,85,2666,47,18.6,11.69,38,83,Critical,High,11,No,"25,001–50,000"
V374,Hatchback,3,112067,98,2500,47,15.8,12.22,40,44,Moderate,High,3,No,"80,001+"
V375,Hatchback,11,21937,89,2709,49,12.7,11.46,33,53,Worn,Low,2,No,"80,001+"
V376,Truck,9,178379,96,2955,49,16.9,11.59,35,95,Good,Medium,4,No,"80,001+"
V377,SUV,15,6976,109,2282,37,10.2,11.5,44,61,Moderate,Low,7,No,"50,001–80,000"
V378,Hatchback,6,69870,87,2529,27,17.6,12.61,38,42,Worn,High,4,No,"50,001–80,000"
V379,Sedan,7,49815,108,1794,36,12.5,11.65,35,37,Moderate,Low,10,Yes,"50,001–80,000"
V380,Truck,11,114233,92,2815,31,9.7,12.66,36,40,Moderate,High,5,No,"50,001–80,000"
V381,Truck,15,46718,86,1740,36,13.1,11.13,38,63,Worn,Medium,9,No,"80,001+"
V382,Truck,5,57600,104,2017,39,11.9,11.21,38,72,Critical,Medium,11,Yes,"25,001–50,000"
V383,SUV,3,123097,100,2339,32,8.9,11.39,36,70,Good,Low,4,No,"80,001+"
V384,Truck,7,132763,109,2325,26,12.6,11.01,44,101,Critical,Medium,4,No,"25,001–50,000"
V385,Sedan,5,10367,94,1828,44,16.1,11.6,35,81,Moderate,Medium,2,Yes,"80,001+"
V386,SUV,13,153286,91,2169,50,5.3,12.98,32,31,Worn,Low,3,No,"80,001+"
V387,Truck,8,180275,100,1870,43,16.7,12.36,43,95,Worn,Low,7,No,"80,001+"
V388,Truck,8,193978,108,2946,47,7.9,11.09,37,39,Worn,Low,2,No,"80,001+"
V389,Truck,1,32166,98,2940,34,11.6,12.34,44,59,Moderate,Low,7,Yes,"80,001+"
V390,Sedan,15,31152,90,1748,25,15.1,11.06,45,65,Good,High,5,No,"25,001–50,000"
V391,Hatchback,5,65750,87,1972,45,15.2,11.04,38,77,Worn,Medium,7,No,"80,001+"
V392,Sedan,1,100675,91,2248,23,9.1,11.07,31,89,Moderate,Low,4,No,"80,001+"
V393,Sedan,13,135558,85,2602,20,13.9,11.02,39,110,Good,Medium,4,No,"50,001–80,000"
V394,SUV,13,66199,99,2435,42,18.2,12.46,34,56,Moderate,Medium,8,Yes,"80,001+"
V395,Truck,15,178145,108,2344,43,7.0,11.53,42,86,Critical,Low,2,Yes,"25,001–50,000"
V396,Sedan,4,70335,104,2749,20,10.6,11.77,31,81,Good,High,3,Yes,"25,001–50,000"
V397,Sedan,7,168408,87,1900,44,16.3,12.5,34,82,Good,High,11,No,"50,001–80,000"
V398,SUV,1,63302,85,2070,43,16.8,12.48,42,67,Good,Medium,6,Yes,"80,001+"
V399,Hatchback,5,62596,99,2036,28,17.9,11.82,41,46,Moderate,Medium,4,No,"80,001+"
V400,Truck,1,67740,96,2923,39,16.4,11.51,42,65,Good,High,11,Yes,"50,001–80,000"
V401,Sedan,9,109018,106,2253,38,18.3,12.95,33,91,Moderate,Low,2,No,"80,001+"
V402,SUV,9,44561,85,2616,50,16.3,11.08,32,84,Moderate,Low,12,Yes,"80,001+"
V403,SUV,7,140040,91,2044,38,11.0,12.14,31,37,Good,Medium,5,Yes,"80,001+"
V404,Truck,9,123190,86,2099,41,11.6,12.44,40,53,Good,High,10,No,"50,001–80,000"
V405,SUV,2,39706,88,2505,30,8.6,12.15,40,81,Critical,High,3,No,"50,001–80,000"
V406,Truck,9,18619,106,2158,48,14.6,11.77,30,39,Moderate,Low,4,Yes,"80,001+"
V407,Hatchback,14,31463,107,1948,41,8.5,12.2,30,64,Good,High,2,Yes,"25,001–50,000"
V408,Sedan,12,46510,108,2731,42,13.0,12.65,30,91,Critical,Low,6,Yes,"25,001–50,000"
V409,Truck,7,163317,105,1578,39,12.1,11.68,36,50,Good,Low,12,Yes,"50,001–80,000"
V410,SUV,9,35626,110,1801,40,9.9,11.75,41,83,Critical,High,4,Yes,"25,001–50,000"
V411,Sedan,10,185705,102,1642,47,5.3,11.15,45,82,Moderate,Medium,1,Yes,"80,001+"
V412,Hatchback,11,101021,91,2634,39,6.4,12.13,37,77,Critical,High,5,Yes,"25,001–50,000"
V413,Truck,10,183476,108,2784,23,7.0,11.39,41,41,Moderate,Medium,8,No,"50,001–80,000"
V414,Truck,6,197883,105,2552,44,15.0,11.88,45,35,Moderate,Low,3,No,"80,001+"
V415,Sedan,15,136707,85,2563,34,6.2,11.85,35,63,Worn,High,12,No,"50,001–80,000"
V416,Sedan,13,7906,94,2014,37,8.2,11.11,35,49,Worn,Low,12,No,"80,001+"
V417,SUV,6,42868,91,2076,50,13.4,11.88,44,64,Moderate,Medium,2,Yes,"80,001+"
V418,Truck,12,161241,105,2016,46,13.1,11.58,33,30,Critical,High,4,Yes,"10,001–25,000"
V419,Truck,4,186215,93,1808,22,17.6,11.56,39,86,Critical,Medium,8,No,"50,001–80,000"
V420,Sedan,4,198302,107,1760,23,14.3,12.71,35,31,Worn,Low,12,Yes,"25,001–50,000"
V421,Hatchback,6,181413,104,2202,46,6.9,12.2,42,65,Worn,Low,11,Yes,"50,001–80,000"
V422,Sedan,2,71834,110,1666,37,8.0,11.04,41,94,Critical,High,11,Yes,"10,001–25,000"
V423,Sedan,1,60625,96,2349,28,19.4,12.14,36,33,Worn,High,5,No,"50,001–80,000"
V424,Sedan,13,58050,107,2064,37,14.5,11.73,30,33,Moderate,Low,7,Yes,"50,001–80,000"
V425,SUV,13,174658,102,2335,22,13.7,11.36,31,90,Worn,High,7,No,"10,001–25,000"
V426,Hatchback,2,34533,99,1764,33,12.0,11.52,33,35,Moderate,Low,6,No,"80,001+"
V427,Truck,6,197071,96,2951,28,15.1,11.89,39,96,Good,High,4,No,"50,001–80,000"
V428,Hatchback,14,182444,107,2691,40,7.9,12.61,31,71,Moderate,Medium,6,No,"50,001–80,000"
V429,SUV,5,130767,90,2410,48,11.5,12.74,33,92,Worn,High,1,Yes,"80,001+"
V430,Hatchback,14,106223,105,2939,43,18.5,11.72,32,69,Critical,Medium,6,Yes,"25,001–50,000"
V431,Sedan,15,58044,94,2300,25,17.3,11.8,38,59,Moderate,High,8,No,"25,001–50,000"
V432,Truck,9,163995,89,2257,33,14.3,11.25,31,56,Good,High,9,Yes,"50,001–80,000"
V433,Truck,8,183680,99,2430,49,7.4,11.82,36,31,Moderate,Low,8,Yes,"80,001+"
V434,Sedan,2,109205,87,1771,43,18.8,12.34,31,53,Critical,High,10,Yes,"25,001–50,000"
V435,SUV,9,35868,103,1647,44,15.7,12.11,39,75,Worn,Low,5,Yes,"80,001+"
V436,SUV,1,16373,91,2008,28,13.5,12.64,39,74,Worn,Medium,8,Yes,"80,001+"
V437,Sedan,7,109373,97,1841,34,8.7,12.98,30,68,Good,Medium,10,Yes,"80,001+"
V438,SUV,5,101000,103,2900,21,18.5,11.75,39,34,Moderate,Low,2,Yes,"50,001–80,000"
V439,Truck,7,165003,105,2196,21,14.3,11.22,34,33,Moderate,Medium,1,Yes,"50,001–80,000"
V440,Hatchback,12,168590,85,1907,48,11.4,12.35,38,96,Good,Low,3,No,"80,001+"
V441,Sedan,5,57640,87,2887,42,6.3,12.16,38,63,Moderate,High,7,No,"80,001+"
V442,Truck,5,135468,110,2862,46,13.0,12.01,30,62,Critical,Low,5,Yes,"50,001–80,000"
V443,Sedan,6,167878,93,2681,48,6.9,11.97,37,53,Good,Medium,3,Yes,"80,001+"
V444,Truck,12,118854,92,1682,26,13.8,12.38,35,101,Moderate,High,8,Yes,"25,001–50,000"
V445,SUV,10,136194,93,2732,30,9.7,12.95,30,75,Critical,Medium,3,No,"80,001+"
V446,Hatchback,9,142547,94,2228,40,16.2,11.4,39,51,Moderate,High,1,Yes,"80,001+"
V447,SUV,7,191350,91,2547,50,18.0,11.35,30,65,Critical,Medium,8,Yes,"80,001+"
V448,Sedan,7,110957,88,1750,42,19.7,11.22,30,89,Moderate,High,6,No,"80,001+"
V449,Hatchback,14,191975,88,1962,34,19.6,11.98,37,81,Moderate,Low,12,No,"80,001+"
V450,Truck,8,171629,90,1959,41,7.6,11.9,44,84,Critical,High,11,Yes,"25,001–50,000"
V451,Hatchback,13,100376,95,2965,23,17.2,11.22,30,46,Worn,Low,2,Yes,"50,001–80,000"
V452,Truck,9,99231,97,1659,27,5.6,11.84,43,94,Moderate,High,5,Yes,"50,001–80,000"
V453,SUV,5,98028,86,2151,30,12.1,11.25,44,67,Moderate,Low,3,No,"80,001+"
V454,Hatchback,10,40653,90,2139,47,10.4,12.17,35,61,Good,Medium,11,No,"80,001+"
V455,SUV,10,157212,88,2377,39,11.1,11.82,38,38,Worn,Low,1,No,"80,001+"
V456,Sedan,6,27682,86,2334,31,13.1,12.05,43,44,Critical,Medium,7,Yes,"80,001+"
V457,Hatchback,3,147609,104,2334,43,19.2,12.05,33,47,Worn,Low,4,Yes,"80,001+"
V458,Sedan,8,83078,102,2881,30,6.9,11.3,32,98,Worn,Low,2,Yes,"80,001+"
V459,Hatchback,15,154581,90,2654,26,9.6,11.5,38,53,Worn,Low,10,Yes,"50,001–80,000"
V460,Sedan,3,49593,89,2852,25,8.1,12.07,45,45,Critical,Low,3,No,"50,001–80,000"
V461,SUV,15,162616,92,2472,50,19.5,11.42,45,89,Good,Medium,7,No,"80,001+"
V462,Sedan,5,60393,107,1772,44,14.7,12.31,39,103,Moderate,Medium,7,No,"80,001+"
V463,SUV,8,61823,98,1598,49,14.8,11.29,37,57,Critical,Medium,2,Yes,"80,001+"
V464,SUV,5,8570,90,1657,34,15.7,11.95,42,78,Moderate,Low,9,No,"80,001+"
V465,Hatchback,10,123066,108,1877,49,5.6,11.52,34,30,Good,Low,6,No,"80,001+"
V466,Hatchback,5,29762,103,2700,21,6.1,12.56,32,73,Moderate,High,12,Yes,"10,001–25,000"
V467,Truck,4,67699,89,1853,42,12.3,12.45,40,75,Good,Low,7,No,"80,001+"
V468,Hatchback,3,148121,101,2740,43,13.2,11.55,43,83,Moderate,Medium,6,No,"80,001+"
V469,Sedan,12,114966,86,1732,20,17.9,11.58,33,84,Critical,Low,10,No,"25,001–50,000"
V470,Sedan,3,111597,104,2770,33,5.8,11.37,36,56,Worn,Medium,11,No,"50,001–80,000"
V471,Sedan,10,136007,103,2963,50,12.3,11.85,30,67,Critical,High,11,No,"10,001–25,000"
V472,Truck,6,197650,92,2449,41,9.7,12.36,42,56,Critical,Low,6,Yes,"80,001+"
V473,Hatchback,1,130766,104,2897,50,16.3,11.73,38,45,Critical,Medium,4,Yes,"50,001–80,000"
V474,Sedan,7,85671,91,2667,25,12.9,11.53,33,78,Worn,High,11,No,"25,001–50,000"
V475,Sedan,15,88574,109,2817,36,7.9,12.37,33,92,Good,Medium,1,No,"50,001–80,000"
V476,Sedan,9,194422,105,2980,48,8.4,12.71,34,32,Good,High,1,No,"50,001–80,000"
V477,SUV,10,168506,85,2285,44,10.5,11.3,43,86,Critical,High,10,No,"25,001–50,000"
V478,Truck,13,17912,86,2322,41,19.9,11.35,36,41,Critical,Medium,10,No,"50,001–80,000"
V479,Truck,9,192832,108,2822,20,7.5,12.87,39,104,Good,Low,7,No,"50,001–80,000"
V480,Truck,4,108093,105,1981,46,16.3,11.37,30,58,Good,Low,9,Yes,"50,001–80,000"
V481,SUV,11,191774,103,1968,32,12.5,12.38,45,46,Critical,High,5,Yes,"10,001–25,000"
V482,SUV,4,59543,85,2598,33,6.1,12.38,33,42,Moderate,Low,2,No,"80,001+"
V483,Hatchback,7,138525,107,1561,50,5.3,12.7,35,51,Good,High,8,Yes,"50,001–80,000"
V484,Sedan,13,45936,89,1637,33,8.4,12.6,32,58,Moderate,Low,5,No,"80,001+"
V485,SUV,7,150255,98,2811,41,6.5,11.11,36,90,Worn,Low,2,Yes,"80,001+"
V486,SUV,9,128566,85,2947,32,15.2,12.72,37,62,Worn,High,12,No,"50,001–80,000"
V487,Sedan,2,166398,93,1514,37,19.7,12.72,36,59,Worn,High,11,Yes,"50,001–80,000"
V488,Truck,10,49620,101,1644,35,8.1,11.31,38,54,Moderate,High,1,Yes,"50,001–80,000"
V489,Hatchback,15,52396,87,2393,32,14.7,12.77,30,91,Good,High,7,No,"50,001–80,000"
V490,Sedan,5,181341,101,1928,29,9.9,11.37,32,107,Good,Low,2,No,"50,001–80,000"
V491,Hatchback,4,129945,98,2578,22,8.7,12.97,43,71,Good,Medium,2,No,"80,001+"
V492,Hatchback,10,86286,90,2741,29,7.6,12.62,43,74,Critical,Medium,6,No,"50,001–80,000"
V493,Hatchback,12,124252,110,2427,30,16.4,12.22,45,89,Critical,Low,10,Yes,"25,001–50,000"
V494,Hatchback,8,95419,93,1939,37,19.3,12.98,35,46,Good,Medium,2,Yes,"80,001+"
V495,SUV,4,158283,99,2534,32,14.6,11.76,31,84,Worn,Low,4,No,"80,001+"
V496,SUV,6,132352,102,2661,23,18.0,11.27,36,61,Worn,High,7,No,"25,001–50,000"
V497,Hatchback,7,28973,100,2526,30,16.1,11.15,33,82,Moderate,Low,6,No,"80,001+"
V498,Hatchback,15,139743,104,2423,29,5.2,12.4,39,107,Moderate,Medium,10,No,"25,001–50,000"
V499,Sedan,12,98852,102,1710,44,7.7,13.0,43,40,Good,High,1,Yes,"25,001–50,000"
V500,Sedan,11,166476,97,2124,41,12.7,12.96,34,65,Critical,High,11,No,"25,001–50,000"
V501,Hatchback,7,101353,92,2110,49,16.2,12.4,34,83,Moderate,Low,8,No,"80,001+"
V502,Hatchback,15,15262,97,1740,44,12.3,11.47,40,102,Critical,High,3,Yes,"25,001–50,000"
V503,Hatchback,3,142046,103,2843,32,18.7,11.36,31,32,Good,High,7,Yes,"50,001–80,000"
V504,SUV,7,74911,108,2458,50,19.1,12.67,42,87,Moderate,High,5,Yes,"50,001–80,000"
V505,Sedan,8,45863,105,1837,27,10.8,11.96,35,90,Good,Low,5,Yes,"50,001–80,000"
V506,Hatchback,13,176566,109,1962,40,9.9,12.61,43,95,Good,Medium,9,Yes,"50,001–80,000"
V507,Truck,6,94377,88,2700,43,15.7,12.47,36,30,Moderate,Low,2,No,"80,001+"
V508,SUV,9,55159,89,2773,37,14.5,11.86,33,96,Critical,High,3,Yes,"50,001–80,000"
V509,Truck,15,55456,89,2885,47,5.0,12.11,31,65,Moderate,Medium,5,Yes,"80,001+"
V510,Hatchback,5,8381,92,2144,47,12.5,12.94,41,57,Moderate,High,1,No,"80,001+"
V511,SUV,9,166998,90,1980,22,6.6,12.74,45,66,Worn,Medium,8,No,"80,001+"
V512,Truck,7,35347,88,2117,33,9.2,12.08,42,35,Moderate,High,10,Yes,"50,001–80,000"
V513,Sedan,2,166067,103,1572,20,11.8,11.58,30,98,Moderate,Low,2,No,"50,001–80,000"
V514,Truck,11,72866,98,1992,31,11.8,12.05,39,109,Critical,Low,1,Yes,"50,001–80,000"
V515,Hatchback,2,103252,85,2976,45,6.4,11.9,32,90,Worn,High,9,Yes,"50,001–80,000"
V516,Hatchback,15,136552,86,2266,35,16.0,12.15,45,57,Critical,Medium,6,No,"50,001–80,000"
V517,SUV,14,139712,105,1906,24,19.2,11.89,36,104,Worn,Medium,11,No,"25,001–50,000"
V518,Truck,8,164301,99,1894,42,12.1,12.43,44,58,Good,Low,4,Yes,"80,001+"
V519,SUV,7,80309,98,2479,39,8.0,11.68,35,49,Worn,Low,12,Yes,"80,001+"
V520,Hatchback,8,79348,102,2005,46,11.8,12.67,36,52,Critical,High,1,No,"25,001–50,000"
V521,SUV,4,145302,97,2548,45,11.2,12.69,41,41,Moderate,High,3,Yes,"80,001+"
V522,Truck,2,76137,98,1713,26,8.6,11.36,37,66,Worn,Low,4,Yes,"80,001+"
V523,Sedan,6,57538,91,2566,45,5.0,12.89,41,30,Good,Low,9,Yes,"80,001+"
V524,SUV,11,155661,110,2438,45,12.9,11.58,33,89,Worn,High,7,Yes,"25,001–50,000"
V525,SUV,6,8027,95,1868,41,18.5,12.1,42,65,Good,High,7,Yes,"80,001+"
V526,Sedan,3,136077,97,1751,24,14.8,12.66,42,63,Moderate,High,5,No,"50,001–80,000"
